t_s,theta_ref_graus,I_loop_mA,V_RL_V
12.808,2589.12,15.5192512,3.87981281
12.809,2588.76,15.5176487,3.87941217
12.81,2588.4,15.5160461,3.87901153
12.811,2588.04,15.5144436,3.87861089
12.812,2587.68,15.512841,3.87821025
12.813,2587.32,15.5112384,3.87780961
12.814,2586.96,15.5096359,3.87740897
12.815,2586.6,15.5080333,3.87700833
12.816,2586.24,15.5064307,3.87660768
12.817,2585.88,15.5048282,3.87620704
12.818,2585.52,15.5032256,3.8758064
12.819,2585.16,15.501623,3.87540576
12.82,2584.8,15.5000205,3.87500512
12.821,2584.44,15.4984179,3.87460448
12.822,2584.08,15.4968154,3.87420384
12.823,2583.72,15.4952128,3.8738032
12.824,2583.36,15.4936102,3.87340256
12.825,2583,15.4920077,3.87300191
12.826,2582.64,15.4904051,3.87260127
12.827,2582.28,15.4888025,3.87220063
12.828,2581.92,15.4872,3.87179999
12.829,2581.56,15.4855974,3.87139935
12.83,2581.2,15.4839948,3.87099871
12.831,2580.84,15.4823923,3.87059807
12.832,2580.48,15.4807897,3.87019743
12.833,2580.12,15.4791871,3.86979679
12.834,2579.76,15.4775846,3.86939615
12.835,2579.4,15.475982,3.8689955
12.836,2579.04,15.4743795,3.86859486
12.837,2578.68,15.4727769,3.86819422
12.838,2578.32,15.4711743,3.86779358
12.839,2577.96,15.4695718,3.86739294
12.84,2577.6,15.4679692,3.8669923
12.841,2577.24,15.4663666,3.86659166
12.842,2576.88,15.4647641,3.86619102
12.843,2576.52,15.4631615,3.86579038
12.844,2576.16,15.4615589,3.86538974
12.845,2575.8,15.4599564,3.86498909
12.846,2575.44,15.4583538,3.86458845
12.847,2575.08,15.4567512,3.86418781
12.848,2574.72,15.4551487,3.86378717
12.849,2574.36,15.4535461,3.86338653
12.85,2574,15.4519436,3.86298589
12.851,2573.64,15.450341,3.86258525
12.852,2573.28,15.4487384,3.86218461
12.853,2572.92,15.4471359,3.86178397
12.854,2572.56,15.4455333,3.86138333
12.855,2572.2,15.4439307,3.86098268
12.856,2571.84,15.4423282,3.86058204
12.857,2571.48,15.4407256,3.8601814
12.858,2571.12,15.439123,3.85978076
12.859,2570.76,15.4375205,3.85938012
12.86,2570.4,15.4359179,3.85897948
12.861,2570.04,15.4343154,3.85857884
12.862,2569.68,15.4327128,3.8581782
12.863,2569.32,15.4311102,3.85777756
12.864,2568.96,15.4295077,3.85737691
12.865,2568.6,15.4279051,3.85697627
12.866,2568.24,15.4263025,3.85657563
12.867,2567.88,15.4247,3.85617499
12.868,2567.52,15.4230974,3.85577435
12.869,2567.16,15.4214948,3.85537371
12.87,2566.8,15.4198923,3.85497307
12.871,2566.44,15.4182897,3.85457243
12.872,2566.08,15.4166871,3.85417179
12.873,2565.72,15.4150846,3.85377115
12.874,2565.36,15.413482,3.8533705
12.875,2565,15.4118795,3.85296986
12.876,2564.64,15.4102769,3.85256922
12.877,2564.28,15.4086743,3.85216858
12.878,2563.92,15.4070718,3.85176794
12.879,2563.56,15.4054692,3.8513673
12.88,2563.2,15.4038666,3.85096666
12.881,2562.84,15.4022641,3.85056602
12.882,2562.48,15.4006615,3.85016538
12.883,2562.12,15.3990589,3.84976474
12.884,2561.76,15.3974564,3.84936409
12.885,2561.4,15.3958538,3.84896345
12.886,2561.04,15.3942512,3.84856281
12.887,2560.68,15.3926487,3.84816217
12.888,2560.32,15.3910461,3.84776153
12.889,2559.96,15.3894436,3.84736089
12.89,2559.6,15.387841,3.84696025
12.891,2559.24,15.3862384,3.84655961
12.892,2558.88,15.3846359,3.84615897
12.893,2558.52,15.3830333,3.84575833
12.894,2558.16,15.3814307,3.84535768
12.895,2557.8,15.3798282,3.84495704
12.896,2557.44,15.3782256,3.8445564
12.897,2557.08,15.376623,3.84415576
12.898,2556.72,15.3750205,3.84375512
12.899,2556.36,15.3734179,3.84335448
12.9,2556,15.3718154,3.84295384
12.901,2555.64,15.3702128,3.8425532
12.902,2555.28,15.3686102,3.84215256
12.903,2554.92,15.3670077,3.84175191
12.904,2554.56,15.3654051,3.84135127
12.905,2554.2,15.3638025,3.84095063
12.906,2553.84,15.3622,3.84054999
12.907,2553.48,15.3605974,3.84014935
12.908,2553.12,15.3589948,3.83974871
12.909,2552.76,15.3573923,3.83934807
12.91,2552.4,15.3557897,3.83894743
12.911,2552.04,15.3541871,3.83854679
12.912,2551.68,15.3525846,3.83814615
12.913,2551.32,15.350982,3.8377455
12.914,2550.96,15.3493795,3.83734486
12.915,2550.6,15.3477769,3.83694422
12.916,2550.24,15.3461743,3.83654358
12.917,2549.88,15.3445718,3.83614294
12.918,2549.52,15.3429692,3.8357423
12.919,2549.16,15.3413666,3.83534166
12.92,2548.8,15.3397641,3.83494102
12.921,2548.44,15.3381615,3.83454038
12.922,2548.08,15.3365589,3.83413974
12.923,2547.72,15.3349564,3.83373909
12.924,2547.36,15.3333538,3.83333845
12.925,2547,15.3317512,3.83293781
12.926,2546.64,15.3301487,3.83253717
12.927,2546.28,15.3285461,3.83213653
12.928,2545.92,15.3269436,3.83173589
12.929,2545.56,15.325341,3.83133525
12.93,2545.2,15.3237384,3.83093461
12.931,2544.84,15.3221359,3.83053397
12.932,2544.48,15.3205333,3.83013333
12.933,2544.12,15.3189307,3.82973268
12.934,2543.76,15.3173282,3.82933204
12.935,2543.4,15.3157256,3.8289314
12.936,2543.04,15.314123,3.82853076
12.937,2542.68,15.3125205,3.82813012
12.938,2542.32,15.3109179,3.82772948
12.939,2541.96,15.3093154,3.82732884
12.94,2541.6,15.3077128,3.8269282
12.941,2541.24,15.3061102,3.82652756
12.942,2540.88,15.3045077,3.82612691
12.943,2540.52,15.3029051,3.82572627
12.944,2540.16,15.3013025,3.82532563
12.945,2539.8,15.2997,3.82492499
12.946,2539.44,15.2980974,3.82452435
12.947,2539.08,15.2964948,3.82412371
12.948,2538.72,15.2948923,3.82372307
12.949,2538.36,15.2932897,3.82332243
12.95,2538,15.2916871,3.82292179
12.951,2537.64,15.2900846,3.82252115
12.952,2537.28,15.288482,3.8221205
12.953,2536.92,15.2868795,3.82171986
12.954,2536.56,15.2852769,3.82131922
12.955,2536.2,15.2836743,3.82091858
12.956,2535.84,15.2820718,3.82051794
12.957,2535.48,15.2804692,3.8201173
12.958,2535.12,15.2788666,3.81971666
12.959,2534.76,15.2772641,3.81931602
12.96,2534.4,15.2756615,3.81891538
12.961,2534.04,15.2740589,3.81851474
12.962,2533.68,15.2724564,3.81811409
12.963,2533.32,15.2708538,3.81771345
12.964,2532.96,15.2692512,3.81731281
12.965,2532.6,15.2676487,3.81691217
12.966,2532.24,15.2660461,3.81651153
12.967,2531.88,15.2644436,3.81611089
12.968,2531.52,15.262841,3.81571025
12.969,2531.16,15.2612384,3.81530961
12.97,2530.8,15.2596359,3.81490897
12.971,2530.44,15.2580333,3.81450833
12.972,2530.08,15.2564307,3.81410768
12.973,2529.72,15.2548282,3.81370704
12.974,2529.36,15.2532256,3.8133064
12.975,2529,15.251623,3.81290576
12.976,2528.64,15.2500205,3.81250512
12.977,2528.28,15.2484179,3.81210448
12.978,2527.92,15.2468154,3.81170384
12.979,2527.56,15.2452128,3.8113032
12.98,2527.2,15.2436102,3.81090256
12.981,2526.84,15.2420077,3.81050191
12.982,2526.48,15.2404051,3.81010127
12.983,2526.12,15.2388025,3.80970063
12.984,2525.76,15.2372,3.80929999
12.985,2525.4,15.2355974,3.80889935
12.986,2525.04,15.2339948,3.80849871
12.987,2524.68,15.2323923,3.80809807
12.988,2524.32,15.2307897,3.80769743
12.989,2523.96,15.2291871,3.80729679
12.99,2523.6,15.2275846,3.80689615
12.991,2523.24,15.225982,3.8064955
12.992,2522.88,15.2243795,3.80609486
12.993,2522.52,15.2227769,3.80569422
12.994,2522.16,15.2211743,3.80529358
12.995,2521.8,15.2195718,3.80489294
12.996,2521.44,15.2179692,3.8044923
12.997,2521.08,15.2163666,3.80409166
12.998,2520.72,15.2147641,3.80369102
12.999,2520.36,15.2131615,3.80329038
13,2520,15.2115589,3.80288974
13.001,2519.64,15.2099564,3.80248909
13.002,2519.28,15.2083538,3.80208845
13.003,2518.92,15.2067512,3.80168781
13.004,2518.56,15.2051487,3.80128717
13.005,2518.2,15.2035461,3.80088653
13.006,2517.84,15.2019436,3.80048589
13.007,2517.48,15.200341,3.80008525
13.008,2517.12,15.1987384,3.79968461
13.009,2516.76,15.1971359,3.79928397
13.01,2516.4,15.1955333,3.79888333
13.011,2516.04,15.1939307,3.79848268
13.012,2515.68,15.1923282,3.79808204
13.013,2515.32,15.1907256,3.7976814
13.014,2514.96,15.189123,3.79728076
13.015,2514.6,15.1875205,3.79688012
13.016,2514.24,15.1859179,3.79647948
13.017,2513.88,15.1843154,3.79607884
13.018,2513.52,15.1827128,3.7956782
13.019,2513.16,15.1811102,3.79527756
13.02,2512.8,15.1795077,3.79487691
13.021,2512.44,15.1779051,3.79447627
13.022,2512.08,15.1763025,3.79407563
13.023,2511.72,15.1747,3.79367499
13.024,2511.36,15.1730974,3.79327435
13.025,2511,15.1714948,3.79287371
13.026,2510.64,15.1698923,3.79247307
13.027,2510.28,15.1682897,3.79207243
13.028,2509.92,15.1666871,3.79167179
13.029,2509.56,15.1650846,3.79127115
13.03,2509.2,15.163482,3.7908705
13.031,2508.84,15.1618795,3.79046986
13.032,2508.48,15.1602769,3.79006922
13.033,2508.12,15.1586743,3.78966858
13.034,2507.76,15.1570718,3.78926794
13.035,2507.4,15.1554692,3.7888673
13.036,2507.04,15.1538666,3.78846666
13.037,2506.68,15.1522641,3.78806602
13.038,2506.32,15.1506615,3.78766538
13.039,2505.96,15.1490589,3.78726474
13.04,2505.6,15.1474564,3.78686409
13.041,2505.24,15.1458538,3.78646345
13.042,2504.88,15.1442512,3.78606281
13.043,2504.52,15.1426487,3.78566217
13.044,2504.16,15.1410461,3.78526153
13.045,2503.8,15.1394436,3.78486089
13.046,2503.44,15.137841,3.78446025
13.047,2503.08,15.1362384,3.78405961
13.048,2502.72,15.1346359,3.78365897
13.049,2502.36,15.1330333,3.78325833
13.05,2502,15.1314307,3.78285768
13.051,2501.64,15.1298282,3.78245704
13.052,2501.28,15.1282256,3.7820564
13.053,2500.92,15.126623,3.78165576
13.054,2500.56,15.1250205,3.78125512
13.055,2500.2,15.1234179,3.78085448
13.056,2499.84,15.1218154,3.78045384
13.057,2499.48,15.1202128,3.7800532
13.058,2499.12,15.1186102,3.77965256
13.059,2498.76,15.1170077,3.77925191
13.06,2498.4,15.1154051,3.77885127
13.061,2498.04,15.1138025,3.77845063
13.062,2497.68,15.1122,3.77804999
13.063,2497.32,15.1105974,3.77764935
13.064,2496.96,15.1089948,3.77724871
13.065,2496.6,15.1073923,3.77684807
13.066,2496.24,15.1057897,3.77644743
13.067,2495.88,15.1041871,3.77604679
13.068,2495.52,15.1025846,3.77564615
13.069,2495.16,15.100982,3.7752455
13.07,2494.8,15.0993795,3.77484486
13.071,2494.44,15.0977769,3.77444422
13.072,2494.08,15.0961743,3.77404358
13.073,2493.72,15.0945718,3.77364294
13.074,2493.36,15.0929692,3.7732423
13.075,2493,15.0913666,3.77284166
13.076,2492.64,15.0897641,3.77244102
13.077,2492.28,15.0881615,3.77204038
13.078,2491.92,15.0865589,3.77163974
13.079,2491.56,15.0849564,3.77123909
13.08,2491.2,15.0833538,3.77083845
13.081,2490.84,15.0817512,3.77043781
13.082,2490.48,15.0801487,3.77003717
13.083,2490.12,15.0785461,3.76963653
13.084,2489.76,15.0769436,3.76923589
13.085,2489.4,15.075341,3.76883525
13.086,2489.04,15.0737384,3.76843461
13.087,2488.68,15.0721359,3.76803397
13.088,2488.32,15.0705333,3.76763333
13.089,2487.96,15.0689307,3.76723268
13.09,2487.6,15.0673282,3.76683204
13.091,2487.24,15.0657256,3.7664314
13.092,2486.88,15.064123,3.76603076
13.093,2486.52,15.0625205,3.76563012
13.094,2486.16,15.0609179,3.76522948
13.095,2485.8,15.0593154,3.76482884
13.096,2485.44,15.0577128,3.7644282
13.097,2485.08,15.0561102,3.76402756
13.098,2484.72,15.0545077,3.76362691
13.099,2484.36,15.0529051,3.76322627
13.1,2484,15.0513025,3.76282563
13.101,2483.64,15.0497,3.76242499
13.102,2483.28,15.0480974,3.76202435
13.103,2482.92,15.0464948,3.76162371
13.104,2482.56,15.0448923,3.76122307
13.105,2482.2,15.0432897,3.76082243
13.106,2481.84,15.0416871,3.76042179
13.107,2481.48,15.0400846,3.76002115
13.108,2481.12,15.038482,3.7596205
13.109,2480.76,15.0368795,3.75921986
13.11,2480.4,15.0352769,3.75881922
13.111,2480.04,15.0336743,3.75841858
13.112,2479.68,15.0320718,3.75801794
13.113,2479.32,15.0304692,3.7576173
13.114,2478.96,15.0288666,3.75721666
13.115,2478.6,15.0272641,3.75681602
13.116,2478.24,15.0256615,3.75641538
13.117,2477.88,15.0240589,3.75601474
13.118,2477.52,15.0224564,3.75561409
13.119,2477.16,15.0208538,3.75521345
13.12,2476.8,15.0192512,3.75481281
13.121,2476.44,15.0176487,3.75441217
13.122,2476.08,15.0160461,3.75401153
13.123,2475.72,15.0144436,3.75361089
13.124,2475.36,15.012841,3.75321025
13.125,2475,15.0112384,3.75280961
13.126,2474.64,15.0096359,3.75240897
13.127,2474.28,15.0080333,3.75200833
13.128,2473.92,15.0064307,3.75160768
13.129,2473.56,15.0048282,3.75120704
13.13,2473.2,15.0032256,3.7508064
13.131,2472.84,15.001623,3.75040576
13.132,2472.48,15.0000205,3.75000512
13.133,2472.12,14.9984179,3.74960448
13.134,2471.76,14.9968154,3.74920384
13.135,2471.4,14.9952128,3.7488032
13.136,2471.04,14.9936102,3.74840256
13.137,2470.68,14.9920077,3.74800191
13.138,2470.32,14.9904051,3.74760127
13.139,2469.96,14.9888025,3.74720063
13.14,2469.6,14.9872,3.74679999
13.141,2469.24,14.9855974,3.74639935
13.142,2468.88,14.9839948,3.74599871
13.143,2468.52,14.9823923,3.74559807
13.144,2468.16,14.9807897,3.74519743
13.145,2467.8,14.9791871,3.74479679
13.146,2467.44,14.9775846,3.74439615
13.147,2467.08,14.975982,3.7439955
13.148,2466.72,14.9743795,3.74359486
13.149,2466.36,14.9727769,3.74319422
13.15,2466,14.9711743,3.74279358
13.151,2465.64,14.9695718,3.74239294
13.152,2465.28,14.9679692,3.7419923
13.153,2464.92,14.9663666,3.74159166
13.154,2464.56,14.9647641,3.74119102
13.155,2464.2,14.9631615,3.74079038
13.156,2463.84,14.9615589,3.74038974
13.157,2463.48,14.9599564,3.73998909
13.158,2463.12,14.9583538,3.73958845
13.159,2462.76,14.9567512,3.73918781
13.16,2462.4,14.9551487,3.73878717
13.161,2462.04,14.9535461,3.73838653
13.162,2461.68,14.9519436,3.73798589
13.163,2461.32,14.950341,3.73758525
13.164,2460.96,14.9487384,3.73718461
13.165,2460.6,14.9471359,3.73678397
13.166,2460.24,14.9455333,3.73638333
13.167,2459.88,14.9439307,3.73598268
13.168,2459.52,14.9423282,3.73558204
13.169,2459.16,14.9407256,3.7351814
13.17,2458.8,14.939123,3.73478076
13.171,2458.44,14.9375205,3.73438012
13.172,2458.08,14.9359179,3.73397948
13.173,2457.72,14.9343154,3.73357884
13.174,2457.36,14.9327128,3.7331782
13.175,2457,14.9311102,3.73277756
13.176,2456.64,14.9295077,3.73237691
13.177,2456.28,14.9279051,3.73197627
13.178,2455.92,14.9263025,3.73157563
13.179,2455.56,14.9247,3.73117499
13.18,2455.2,14.9230974,3.73077435
13.181,2454.84,14.9214948,3.73037371
13.182,2454.48,14.9198923,3.72997307
13.183,2454.12,14.9182897,3.72957243
13.184,2453.76,14.9166871,3.72917179
13.185,2453.4,14.9150846,3.72877115
13.186,2453.04,14.913482,3.7283705
13.187,2452.68,14.9118795,3.72796986
13.188,2452.32,14.9102769,3.72756922
13.189,2451.96,14.9086743,3.72716858
13.19,2451.6,14.9070718,3.72676794
13.191,2451.24,14.9054692,3.7263673
13.192,2450.88,14.9038666,3.72596666
13.193,2450.52,14.9022641,3.72556602
13.194,2450.16,14.9006615,3.72516538
13.195,2449.8,14.8990589,3.72476474
13.196,2449.44,14.8974564,3.72436409
13.197,2449.08,14.8958538,3.72396345
13.198,2448.72,14.8942512,3.72356281
13.199,2448.36,14.8926487,3.72316217
13.2,2448,14.8910461,3.72276153
13.201,2447.64,14.8894436,3.72236089
13.202,2447.28,14.887841,3.72196025
13.203,2446.92,14.8862384,3.72155961
13.204,2446.56,14.8846359,3.72115897
13.205,2446.2,14.8830333,3.72075833
13.206,2445.84,14.8814307,3.72035768
13.207,2445.48,14.8798282,3.71995704
13.208,2445.12,14.8782256,3.7195564
13.209,2444.76,14.876623,3.71915576
13.21,2444.4,14.8750205,3.71875512
13.211,2444.04,14.8734179,3.71835448
13.212,2443.68,14.8718154,3.71795384
13.213,2443.32,14.8702128,3.7175532
13.214,2442.96,14.8686102,3.71715256
13.215,2442.6,14.8670077,3.71675191
13.216,2442.24,14.8654051,3.71635127
13.217,2441.88,14.8638025,3.71595063
13.218,2441.52,14.8622,3.71554999
13.219,2441.16,14.8605974,3.71514935
13.22,2440.8,14.8589948,3.71474871
13.221,2440.44,14.8573923,3.71434807
13.222,2440.08,14.8557897,3.71394743
13.223,2439.72,14.8541871,3.71354679
13.224,2439.36,14.8525846,3.71314615
13.225,2439,14.850982,3.7127455
13.226,2438.64,14.8493795,3.71234486
13.227,2438.28,14.8477769,3.71194422
13.228,2437.92,14.8461743,3.71154358
13.229,2437.56,14.8445718,3.71114294
13.23,2437.2,14.8429692,3.7107423
13.231,2436.84,14.8413666,3.71034166
13.232,2436.48,14.8397641,3.70994102
13.233,2436.12,14.8381615,3.70954038
13.234,2435.76,14.8365589,3.70913974
13.235,2435.4,14.8349564,3.70873909
13.236,2435.04,14.8333538,3.70833845
13.237,2434.68,14.8317512,3.70793781
13.238,2434.32,14.8301487,3.70753717
13.239,2433.96,14.8285461,3.70713653
13.24,2433.6,14.8269436,3.70673589
13.241,2433.24,14.825341,3.70633525
13.242,2432.88,14.8237384,3.70593461
13.243,2432.52,14.8221359,3.70553397
13.244,2432.16,14.8205333,3.70513333
13.245,2431.8,14.8189307,3.70473268
13.246,2431.44,14.8173282,3.70433204
13.247,2431.08,14.8157256,3.7039314
13.248,2430.72,14.814123,3.70353076
13.249,2430.36,14.8125205,3.70313012
13.25,2430,14.8109179,3.70272948
13.251,2429.64,14.8093154,3.70232884
13.252,2429.28,14.8077128,3.7019282
13.253,2428.92,14.8061102,3.70152756
13.254,2428.56,14.8045077,3.70112691
13.255,2428.2,14.8029051,3.70072627
13.256,2427.84,14.8013025,3.70032563
13.257,2427.48,14.7997,3.69992499
13.258,2427.12,14.7980974,3.69952435
13.259,2426.76,14.7964948,3.69912371
13.26,2426.4,14.7948923,3.69872307
13.261,2426.04,14.7932897,3.69832243
13.262,2425.68,14.7916871,3.69792179
13.263,2425.32,14.7900846,3.69752115
13.264,2424.96,14.788482,3.6971205
13.265,2424.6,14.7868795,3.69671986
13.266,2424.24,14.7852769,3.69631922
13.267,2423.88,14.7836743,3.69591858
13.268,2423.52,14.7820718,3.69551794
13.269,2423.16,14.7804692,3.6951173
13.27,2422.8,14.7788666,3.69471666
13.271,2422.44,14.7772641,3.69431602
13.272,2422.08,14.7756615,3.69391538
13.273,2421.72,14.7740589,3.69351474
13.274,2421.36,14.7724564,3.69311409
13.275,2421,14.7708538,3.69271345
13.276,2420.64,14.7692512,3.69231281
13.277,2420.28,14.7676487,3.69191217
13.278,2419.92,14.7660461,3.69151153
13.279,2419.56,14.7644436,3.69111089
13.28,2419.2,14.762841,3.69071025
13.281,2418.84,14.7612384,3.69030961
13.282,2418.48,14.7596359,3.68990897
13.283,2418.12,14.7580333,3.68950833
13.284,2417.76,14.7564307,3.68910768
13.285,2417.4,14.7548282,3.68870704
13.286,2417.04,14.7532256,3.6883064
13.287,2416.68,14.751623,3.68790576
13.288,2416.32,14.7500205,3.68750512
13.289,2415.96,14.7484179,3.68710448
13.29,2415.6,14.7468154,3.68670384
13.291,2415.24,14.7452128,3.6863032
13.292,2414.88,14.7436102,3.68590256
13.293,2414.52,14.7420077,3.68550191
13.294,2414.16,14.7404051,3.68510127
13.295,2413.8,14.7388025,3.68470063
13.296,2413.44,14.7372,3.68429999
13.297,2413.08,14.7355974,3.68389935
13.298,2412.72,14.7339948,3.68349871
13.299,2412.36,14.7323923,3.68309807
13.3,2412,14.7307897,3.68269743
13.301,2411.64,14.7291871,3.68229679
13.302,2411.28,14.7275846,3.68189615
13.303,2410.92,14.725982,3.6814955
13.304,2410.56,14.7243795,3.68109486
13.305,2410.2,14.7227769,3.68069422
13.306,2409.84,14.7211743,3.68029358
13.307,2409.48,14.7195718,3.67989294
13.308,2409.12,14.7179692,3.6794923
13.309,2408.76,14.7163666,3.67909166
13.31,2408.4,14.7147641,3.67869102
13.311,2408.04,14.7131615,3.67829038
13.312,2407.68,14.7115589,3.67788974
13.313,2407.32,14.7099564,3.67748909
13.314,2406.96,14.7083538,3.67708845
13.315,2406.6,14.7067512,3.67668781
13.316,2406.24,14.7051487,3.67628717
13.317,2405.88,14.7035461,3.67588653
13.318,2405.52,14.7019436,3.67548589
13.319,2405.16,14.700341,3.67508525
13.32,2404.8,14.6987384,3.67468461
13.321,2404.44,14.6971359,3.67428397
13.322,2404.08,14.6955333,3.67388333
13.323,2403.72,14.6939307,3.67348268
13.324,2403.36,14.6923282,3.67308204
13.325,2403,14.6907256,3.6726814
13.326,2402.64,14.689123,3.67228076
13.327,2402.28,14.6875205,3.67188012
13.328,2401.92,14.6859179,3.67147948
13.329,2401.56,14.6843154,3.67107884
13.33,2401.2,14.6827128,3.6706782
13.331,2400.84,14.6811102,3.67027756
13.332,2400.48,14.6795077,3.66987691
13.333,2400.12,14.6779051,3.66947627
13.334,2399.76,14.6763025,3.66907563
13.335,2399.4,14.6747,3.66867499
13.336,2399.04,14.6730974,3.66827435
13.337,2398.68,14.6714948,3.66787371
13.338,2398.32,14.6698923,3.66747307
13.339,2397.96,14.6682897,3.66707243
13.34,2397.6,14.6666871,3.66667179
13.341,2397.24,14.6650846,3.66627115
13.342,2396.88,14.663482,3.6658705
13.343,2396.52,14.6618795,3.66546986
13.344,2396.16,14.6602769,3.66506922
13.345,2395.8,14.6586743,3.66466858
13.346,2395.44,14.6570718,3.66426794
13.347,2395.08,14.6554692,3.6638673
13.348,2394.72,14.6538666,3.66346666
13.349,2394.36,14.6522641,3.66306602
13.35,2394,14.6506615,3.66266538
13.351,2393.64,14.6490589,3.66226474
13.352,2393.28,14.6474564,3.66186409
13.353,2392.92,14.6458538,3.66146345
13.354,2392.56,14.6442512,3.66106281
13.355,2392.2,14.6426487,3.66066217
13.356,2391.84,14.6410461,3.66026153
13.357,2391.48,14.6394436,3.65986089
13.358,2391.12,14.637841,3.65946025
13.359,2390.76,14.6362384,3.65905961
13.36,2390.4,14.6346359,3.65865897
13.361,2390.04,14.6330333,3.65825833
13.362,2389.68,14.6314307,3.65785768
13.363,2389.32,14.6298282,3.65745704
13.364,2388.96,14.6282256,3.6570564
13.365,2388.6,14.626623,3.65665576
13.366,2388.24,14.6250205,3.65625512
13.367,2387.88,14.6234179,3.65585448
13.368,2387.52,14.6218154,3.65545384
13.369,2387.16,14.6202128,3.6550532
13.37,2386.8,14.6186102,3.65465256
13.371,2386.44,14.6170077,3.65425191
13.372,2386.08,14.6154051,3.65385127
13.373,2385.72,14.6138025,3.65345063
13.374,2385.36,14.6122,3.65304999
