tempo_ms,sinal_am,env_pos,env_neg,env_abs
35.100000,-1.292545864,1.359063149,-1.359063149,1.359063149
35.200000,-1.103890998,1.364484314,-1.364484314,1.364484314
35.300000,-0.805157377,1.369815547,-1.369815547,1.369815547
35.400000,-0.424915528,1.375055535,-1.375055535,1.375055535
35.500000,-0.000000000,1.380202983,-1.380202983,1.380202983
35.600000,0.428067838,1.385256621,-1.385256621,1.385256621
35.700000,0.817147994,1.390215204,-1.390215204,1.390215204
35.800000,1.128641411,1.395077506,-1.395077506,1.395077506
35.900000,1.331329169,1.399842329,-1.399842329,1.399842329
36.000000,1.404508497,1.404508497,-1.404508497,1.404508497
36.100000,1.340109826,1.409074859,-1.409074859,1.409074859
36.200000,1.143578115,1.413540287,-1.413540287,1.413540287
36.300000,0.833422873,1.417903681,-1.417903681,1.417903681
36.400000,0.439472833,1.422163963,-1.422163963,1.422163963
36.500000,0.000000000,1.426320082,-1.426320082,1.426320082
36.600000,-0.442008951,1.430371014,-1.430371014,1.430371014
36.700000,-0.843069649,1.434315757,-1.434315757,1.434315757
36.800000,-1.163490493,1.438153340,-1.438153340,1.438153340
36.900000,-1.371312047,1.441882815,-1.441882815,1.441882815
37.000000,-1.445503262,1.445503262,-1.445503262,1.445503262
37.100000,-1.378094005,1.449013788,-1.449013788,1.449013788
37.200000,-1.175027226,1.452413526,-1.452413526,1.452413526
37.300000,-0.855639955,1.455701638,-1.455701638,1.455701638
37.400000,-0.450817882,1.458877313,-1.458877313,1.458877313
37.500000,-0.000000000,1.461939766,-1.461939766,1.461939766
37.600000,0.452675362,1.464888243,-1.464888243,1.464888243
37.700000,0.862705355,1.467722015,-1.467722015,1.467722015
37.800000,1.189611260,1.470440384,-1.470440384,1.470440384
37.900000,1.400946839,1.473042679,-1.473042679,1.473042679
38.000000,1.475528258,1.475528258,-1.475528258,1.475528258
38.100000,1.405563104,1.477896507,-1.477896507,1.477896507
38.200000,1.197463950,1.480146843,-1.480146843,1.480146843
38.300000,0.871261565,1.482278709,-1.482278709,1.482278709
38.400000,0.458671323,1.484291581,-1.484291581,1.484291581
38.500000,0.000000000,1.486184960,-1.486184960,1.486184960
38.600000,-0.459804427,1.487958381,-1.487958381,1.487958381
38.700000,-0.875571616,1.489611405,-1.489611405,1.489611405
38.800000,-1.206360534,1.491143625,-1.491143625,1.491143625
38.900000,-1.419503838,1.492554663,-1.492554663,1.492554663
39.000000,-1.493844170,1.493844170,-1.493844170,1.493844170
39.100000,-1.421840742,1.495011829,-1.495011829,1.495011829
39.200000,-1.210335821,1.496057351,-1.496057351,1.496057351
39.300000,-0.879903048,1.496980478,-1.496980478,1.496980478
39.400000,-0.462839777,1.497780982,-1.497780982,1.497780982
39.500000,-0.000000000,1.498458667,-1.498458667,1.498458667
39.600000,0.463220604,1.499013364,-1.499013364,1.499013364
39.700000,0.881351621,1.499444937,-1.499444937,1.499444937
39.800000,1.213325891,1.499753280,-1.499753280,1.499753280
39.900000,1.426526110,1.499938316,-1.499938316,1.499938316
40.000000,1.500000000,1.500000000,-1.500000000,1.500000000
40.100000,1.426526110,1.499938316,-1.499938316,1.499938316
40.200000,1.213325891,1.499753280,-1.499753280,1.499753280
40.300000,0.881351621,1.499444937,-1.499444937,1.499444937
40.400000,0.463220604,1.499013364,-1.499013364,1.499013364
40.500000,0.000000000,1.498458667,-1.498458667,1.498458667
40.600000,-0.462839777,1.497780982,-1.497780982,1.497780982
40.700000,-0.879903048,1.496980478,-1.496980478,1.496980478
40.800000,-1.210335821,1.496057351,-1.496057351,1.496057351
40.900000,-1.421840742,1.495011829,-1.495011829,1.495011829
41.000000,-1.493844170,1.493844170,-1.493844170,1.493844170
41.100000,-1.419503838,1.492554663,-1.492554663,1.492554663
41.200000,-1.206360534,1.491143625,-1.491143625,1.491143625
41.300000,-0.875571616,1.489611405,-1.489611405,1.489611405
41.400000,-0.459804427,1.487958381,-1.487958381,1.487958381
41.500000,0.000000000,1.486184960,-1.486184960,1.486184960
41.600000,0.458671323,1.484291581,-1.484291581,1.484291581
41.700000,0.871261565,1.482278709,-1.482278709,1.482278709
41.800000,1.197463950,1.480146843,-1.480146843,1.480146843
41.900000,1.405563104,1.477896507,-1.477896507,1.477896507
42.000000,1.475528258,1.475528258,-1.475528258,1.475528258
42.100000,1.400946839,1.473042679,-1.473042679,1.473042679
42.200000,1.189611260,1.470440384,-1.470440384,1.470440384
42.300000,0.862705355,1.467722015,-1.467722015,1.467722015
42.400000,0.452675362,1.464888243,-1.464888243,1.464888243
42.500000,0.000000000,1.461939766,-1.461939766,1.461939766
42.600000,-0.450817882,1.458877313,-1.458877313,1.458877313
42.700000,-0.855639955,1.455701638,-1.455701638,1.455701638
42.800000,-1.175027226,1.452413526,-1.452413526,1.452413526
42.900000,-1.378094005,1.449013788,-1.449013788,1.449013788
43.000000,-1.445503262,1.445503262,-1.445503262,1.445503262
43.100000,-1.371312047,1.441882815,-1.441882815,1.441882815
43.200000,-1.163490493,1.438153340,-1.438153340,1.438153340
43.300000,-0.843069649,1.434315757,-1.434315757,1.434315757
43.400000,-0.442008951,1.430371014,-1.430371014,1.430371014
43.500000,-0.000000000,1.426320082,-1.426320082,1.426320082
43.600000,0.439472833,1.422163963,-1.422163963,1.422163963
43.700000,0.833422873,1.417903681,-1.417903681,1.417903681
43.800000,1.143578115,1.413540287,-1.413540287,1.413540287
43.900000,1.340109826,1.409074859,-1.409074859,1.409074859
44.000000,1.404508497,1.404508497,-1.404508497,1.404508497
44.100000,1.331329169,1.399842329,-1.399842329,1.399842329
44.200000,1.128641411,1.395077506,-1.395077506,1.395077506
44.300000,0.817147994,1.390215204,-1.390215204,1.390215204
44.400000,0.428067838,1.385256621,-1.385256621,1.385256621
44.500000,0.000000000,1.380202983,-1.380202983,1.380202983
44.600000,-0.424915528,1.375055535,-1.375055535,1.375055535
44.700000,-0.805157377,1.369815547,-1.369815547,1.369815547
44.800000,-1.103890998,1.364484314,-1.364484314,1.364484314
44.900000,-1.292545864,1.359063149,-1.359063149,1.359063149
45.000000,-1.353553391,1.353553391,-1.353553391,1.353553391
45.100000,-1.281982716,1.347956398,-1.347956398,1.347956398
45.200000,-1.085922115,1.342273553,-1.342273553,1.342273553
45.300000,-0.785578667,1.336506257,-1.336506257,1.336506257
45.400000,-0.411195297,1.330655933,-1.330655933,1.330655933
